,"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
1855,"Soriano, José",667755,LAA,SI,Sinker,2.6,2,89,12.8,25,0.19,0.286,0.284,39.5,20.0,26.3,0.199,0.233,0.269,50.0
1856,"Ohtani, Shohei",660271,LAA,SI,Sinker,0.7,1,125,6.0,25,0.273,0.409,0.358,20.5,16.0,40.0,0.211,0.351,0.297,16.7
1857,"Faucher, Calvin",676534,TB,SI,Sinker,-2.6,-4,148,28.8,25,0.364,0.864,0.532,18.2,8.0,4.7,0.404,0.855,0.542,60.0
1858,"White, Mitch",669952,TOR,FF,4-Seam Fastball,-5.0,-5,95,37.5,25,0.444,0.722,0.528,27.8,20.0,18.5,0.322,0.539,0.437,35.7
1859,"Vines, Darius",670241,ATL,FC,Cutter,0.8,1,104,33.8,25,0.25,0.55,0.378,29.2,12.0,20.0,0.275,0.509,0.375,27.8
1860,"White, Mitch",669952,TOR,SL,Slider,-0.9,-1,105,41.5,25,0.304,0.609,0.38,21.3,12.0,10.7,0.232,0.463,0.32,52.4
1861,"Keller, Mitch",656605,PIT,CH,Changeup,-2.5,-2,91,2.9,25,0.36,0.6,0.41,21.1,8.0,11.8,0.368,0.552,0.396,43.5
1862,"Saucedo, Tayler",642048,SEA,SL,Slider,-1.5,-2,110,13.9,25,0.261,0.261,0.344,40.0,24.0,20.7,0.268,0.363,0.307,17.6
1863,"Taylor, Josh",657031,KC,FF,4-Seam Fastball,-1.9,-2,126,37.0,25,0.381,0.524,0.414,24.1,20.0,18.5,0.254,0.359,0.302,58.8
1864,"Then, Juan",672730,SEA,SI,Sinker,1.0,1,77,46.1,25,0.333,0.458,0.36,17.1,4.0,14.3,0.296,0.458,0.335,52.2
1865,"Bumgarner, Madison",518516,AZ,FF,4-Seam Fastball,0.0,0,116,33.1,25,0.133,0.4,0.382,23.7,20.0,14.7,0.269,0.646,0.48,45.5
1866,"Miller, Shelby",571946,LAD,ST,Sweeper,-0.3,0,107,16.1,25,0.208,0.417,0.28,19.1,24.0,23.1,0.162,0.339,0.227,38.9
1867,"Márquez, Germán",608566,COL,FF,4-Seam Fastball,-0.6,-1,103,34.1,24,0.348,0.696,0.45,10.9,12.5,11.5,0.343,0.674,0.436,70.0
1868,"Gibaut, Ian",664139,CIN,CH,Changeup,-5.0,-5,98,8.1,24,0.524,0.762,0.583,20.0,16.7,11.4,0.325,0.482,0.386,33.3
1869,"Sandoval, Patrick",663776,LAA,CU,Curveball,-0.1,0,236,9.0,24,0.286,0.286,0.374,23.7,16.7,30.8,0.22,0.286,0.26,33.3
1870,"Sands, Cole",663485,MIN,FS,Split-Finger,0.5,0,99,24.0,24,0.227,0.455,0.321,26.1,20.8,11.1,0.274,0.546,0.371,35.3
1871,"Grove, Michael",675627,LAD,FC,Cutter,2.2,2,86,7.5,24,0.261,0.565,0.36,26.4,16.7,23.5,0.298,0.616,0.394,68.4
1872,"Senga, Kodai",673540,NYM,ST,Sweeper,-2.7,-4,163,5.8,24,0.333,0.952,0.585,24.5,4.2,5.6,0.35,0.854,0.522,55.0
1873,"Smith, Drew",622098,NYM,CH,Changeup,-3.4,-3,101,9.3,24,0.364,0.5,0.44,29.4,20.8,10.6,0.267,0.348,0.302,29.4
1874,"Sweet, Devin",682967,OAK,FF,4-Seam Fastball,-2.9,-2,83,50.0,24,0.222,0.389,0.371,20.0,16.7,21.1,0.219,0.37,0.362,35.7
1875,"Erceg, Lucas",668674,OAK,SL,Slider,-0.2,0,155,14.7,24,0.318,0.5,0.379,29.4,37.5,17.3,0.21,0.351,0.275,61.5
1876,"Banda, Anthony",607455,WSH,FF,4-Seam Fastball,-1.7,-2,97,60.6,24,0.316,0.474,0.417,20.8,20.8,12.5,0.281,0.501,0.409,42.9
1877,"Snead, Kirby",669912,OAK,SL,Slider,1.9,1,75,38.9,24,0.25,0.333,0.254,32.6,20.8,18.5,0.245,0.412,0.279,26.3
1878,"Stone, Gavin",694813,LAD,FC,Cutter,-2.9,-3,92,16.8,24,0.409,0.909,0.563,23.3,16.7,19.0,0.329,0.617,0.422,50.0
1879,"Pérez, Eury",691587,MIA,CH,Changeup,0.7,1,150,9.8,24,0.045,0.045,0.096,46.2,25.0,15.8,0.091,0.117,0.141,12.5
1880,"Kennedy, Ian",453178,TEX,FS,Split-Finger,0.6,1,105,33.4,24,0.1,0.1,0.192,52.3,45.8,21.6,0.118,0.15,0.212,11.1
1881,"Hartwig, Grant",701643,NYM,FC,Cutter,0.4,0,102,16.0,24,0.261,0.391,0.335,18.0,12.5,15.8,0.288,0.402,0.311,45.0
1882,"Muckenhirn, Zach",669105,NYM,FF,4-Seam Fastball,-3.0,-2,62,65.3,24,0.45,0.6,0.469,21.2,8.3,14.3,0.351,0.525,0.414,52.6
1883,"Pérez, Francisco",660906,OAK,FF,4-Seam Fastball,-0.7,-1,86,27.9,24,0.238,0.333,0.304,20.8,20.8,16.1,0.262,0.352,0.32,25.0
1884,"Pepiot, Ryan",686752,LAD,SL,Slider,1.2,1,96,14.7,24,0.174,0.348,0.24,32.6,25.0,17.6,0.257,0.448,0.316,17.6
1885,"Bassitt, Chris",605135,TOR,SL,Slider,-1.5,-2,145,4.6,24,0.227,0.636,0.421,19.1,4.2,5.6,0.293,0.63,0.41,38.1
1886,"Harvey, Hunter",640451,WSH,SL,Slider,1.4,2,134,13.9,24,0.087,0.087,0.104,24.6,29.2,15.6,0.142,0.173,0.161,31.3
1887,"Reyes, Denyi",660593,NYM,FF,4-Seam Fastball,1.1,1,113,31.0,24,0.143,0.286,0.246,21.2,29.2,16.3,0.198,0.354,0.291,28.6
1888,"Marinaccio, Ron",676760,NYY,ST,Sweeper,-1.4,-1,100,11.2,24,0.19,0.429,0.313,22.5,16.7,16.0,0.213,0.369,0.301,35.3
1889,"Cobb, Alex",502171,SF,SL,Slider,-0.3,0,128,5.1,24,0.333,0.542,0.375,30.6,20.8,9.8,0.283,0.497,0.33,31.6
1890,"Underwood Jr., Duane",621249,PIT,CU,Curveball,-6.9,-5,69,20.5,24,0.391,0.609,0.442,12.1,8.3,8.3,0.438,0.638,0.473,28.6
1891,"Littell, Zack",641793,TB,ST,Sweeper,-0.5,-1,100,7.5,24,0.25,0.417,0.285,30.0,33.3,16.7,0.201,0.385,0.247,37.5
1892,"Rucinski, Drew",607968,OAK,FF,4-Seam Fastball,-2.6,-3,101,28.9,24,0.294,0.471,0.475,15.2,0.0,0.0,0.236,0.317,0.371,23.5
1893,"Springs, Jeffrey",605488,TB,FF,4-Seam Fastball,2.3,2,86,40.8,24,0.143,0.286,0.246,17.6,50.0,40.0,0.162,0.277,0.25,33.3
1894,"Patiño, Luis",672715,CWS,FF,4-Seam Fastball,1.3,1,104,27.2,24,0.286,0.571,0.404,10.3,25.0,22.2,0.228,0.504,0.354,26.7
1895,"Hernández, Carlos",672578,KC,CU,Curveball,-3.0,-3,116,9.3,23,0.182,0.455,0.283,41.5,30.4,25.9,0.239,0.48,0.317,33.3
1896,"Rasmussen, Drew",656876,TB,SI,Sinker,1.0,1,82,12.2,23,0.273,0.364,0.296,17.1,13.0,16.7,0.245,0.303,0.257,15.8
1897,"Kittredge, Andrew",552640,TB,SL,Slider,2.7,2,70,37.6,23,0.174,0.174,0.157,28.2,39.1,25.0,0.161,0.195,0.154,21.4
1898,"Springs, Jeffrey",605488,TB,CH,Changeup,3.2,2,72,34.1,23,0.048,0.048,0.1,50.0,43.5,33.3,0.164,0.205,0.206,36.4
1899,"Cleavinger, Garrett",664076,TB,SL,Slider,0.5,0,99,46.9,23,0.136,0.273,0.235,30.8,39.1,22.5,0.182,0.404,0.262,30.8
1900,"Kelley, Trevor",665001,TB,ST,Sweeper,-1.0,-1,111,40.8,23,0.238,0.524,0.35,32.0,30.4,17.1,0.202,0.362,0.279,42.9
1901,"Greene, Hunter",668881,CIN,CH,Changeup,-1.7,-2,110,5.3,23,0.304,0.478,0.337,24.2,26.1,33.3,0.306,0.494,0.339,41.2
1902,"Lively, Ben",594902,CIN,CU,Curveball,-4.0,-4,91,6.6,23,0.273,0.909,0.487,12.8,17.4,15.4,0.32,0.794,0.469,61.1
1903,"Thielbar, Caleb",573204,MIN,ST,Sweeper,-0.3,0,103,21.4,23,0.182,0.455,0.28,21.3,21.7,13.9,0.181,0.26,0.211,17.6
1904,"Funderburk, Kody",681892,MIN,FC,Cutter,-1.4,-1,93,48.4,23,0.278,0.5,0.411,36.6,21.7,21.7,0.223,0.429,0.366,38.5
1905,"Suarez, José",660761,LAA,SL,Slider,-7.0,-6,82,13.2,23,0.591,1.091,0.714,25.0,17.4,19.0,0.357,0.762,0.467,57.9
1906,"Bachman, Sam",696147,LAA,SI,Sinker,-4.0,-5,121,38.3,23,0.412,0.529,0.526,15.9,8.7,11.1,0.266,0.314,0.367,46.7
1907,"Soriano, José",667755,LAA,FS,Split-Finger,-2.1,-2,99,14.3,23,0.267,0.333,0.415,34.2,17.4,15.4,0.277,0.371,0.424,63.6
1908,"Bielak, Brandon",656232,HOU,CU,Curveball,-0.8,-1,155,11.2,23,0.217,0.217,0.196,30.2,26.1,12.0,0.245,0.311,0.241,52.9
1909,"García, Luis",472610,SD,FS,Split-Finger,3.6,3,82,8.1,23,0.091,0.136,0.124,35.1,26.1,14.0,0.169,0.189,0.181,6.3
1910,"Bubic, Kris",663460,KC,FF,4-Seam Fastball,-0.3,0,112,42.4,23,0.476,0.619,0.498,22.8,8.7,6.9,0.334,0.501,0.388,36.8
1911,"Gipson-Long, Sawyer",687830,DET,SL,Slider,-2.0,-2,107,31.8,23,0.273,0.455,0.328,40.9,34.8,22.2,0.195,0.345,0.249,28.6
1912,"Gallen, Zac",668678,AZ,SL,Slider,0.1,0,111,3.4,23,0.261,0.435,0.298,29.2,26.1,12.8,0.319,0.529,0.357,58.8
1913,"Kelly, Joe",523260,LAD,CU,Curveball,-2.8,-4,126,17.7,23,0.15,0.3,0.365,39.2,43.5,25.6,0.154,0.283,0.281,60.0
1914,"Rodriguez, Grayson",680570,BAL,FC,Cutter,-3.7,-4,121,5.8,23,0.316,0.842,0.554,14.9,4.3,5.6,0.346,0.687,0.477,61.1
1915,"Gillaspie, Logan",670810,BAL,FF,4-Seam Fastball,-3.1,-3,84,44.0,23,0.389,1.0,0.598,18.0,13.0,10.3,0.382,0.721,0.512,73.3
1916,"Bido, Osvaldo",674370,PIT,CH,Changeup,0.2,0,93,9.9,23,0.136,0.273,0.235,34.1,34.8,32.0,0.279,0.461,0.332,21.4
1917,"Familia, Jeurys",544727,OAK,SI,Sinker,-2.0,-2,86,33.6,23,0.353,0.588,0.47,22.6,4.3,11.1,0.326,0.576,0.454,58.8
1918,"Snead, Kirby",669912,OAK,SI,Sinker,-6.8,-5,75,38.9,23,0.333,0.5,0.513,14.8,13.0,15.0,0.41,0.671,0.513,33.3
1919,"Tepera, Ryan",572193,STL,SL,Slider,-2.3,-2,85,37.0,23,0.333,0.476,0.383,37.5,30.4,19.4,0.277,0.397,0.329,35.7
1920,"De Los Santos, Enyel",660853,CLE,CH,Changeup,-2.4,-2,95,9.1,23,0.25,0.45,0.389,28.6,8.7,6.3,0.368,0.578,0.444,22.2
1921,"Estes, Joey",683155,OAK,FF,4-Seam Fastball,-0.9,-1,77,46.7,22,0.35,0.75,0.482,25.0,4.5,5.6,0.332,0.779,0.482,57.9
1922,"Soroka, Michael",647336,ATL,CH,Changeup,-1.6,-2,98,18.2,22,0.2,0.6,0.359,31.7,18.2,10.8,0.225,0.511,0.342,25.0
1923,"Bumgarner, Madison",518516,AZ,CU,Curveball,-5.0,-3,69,19.7,22,0.333,0.571,0.4,8.3,0.0,0.0,0.308,0.511,0.362,38.1
1924,"Reid-Foley, Sean",656887,NYM,FF,4-Seam Fastball,2.9,3,109,66.5,22,0.063,0.063,0.2,46.2,63.6,30.4,0.031,0.035,0.181,66.7
1925,"Duarte, Daniel",650960,CIN,FC,Cutter,2.1,2,113,19.8,22,0.056,0.222,0.218,35.7,27.3,24.0,0.112,0.255,0.253,25.0
1926,"Carlton, Drew",656290,SD,SI,Sinker,-4.4,-3,73,22.1,22,0.381,0.619,0.471,9.8,4.5,7.7,0.342,0.639,0.43,33.3
1927,"Brewer, Colten",605155,NYY,FC,Cutter,3.8,2,53,51.0,22,0.158,0.526,0.334,10.7,0.0,0.0,0.241,0.409,0.33,36.8
1928,"Jameson, Drey",686753,AZ,CH,Changeup,2.4,2,89,13.2,22,0.19,0.19,0.195,33.3,13.6,13.0,0.189,0.242,0.209,38.9
1929,"Martínez, Adrián",661309,OAK,SL,Slider,-1.7,-3,164,17.4,22,0.19,0.667,0.402,43.8,22.7,13.5,0.197,0.43,0.28,18.8
1930,"Lawrence, Casey",596271,STL,ST,Sweeper,0.5,0,74,16.6,22,0.158,0.526,0.302,23.5,27.3,23.1,0.118,0.34,0.227,28.6
1931,"Boyle, Joe",671212,OAK,SL,Slider,3.1,2,77,32.1,22,0.158,0.211,0.202,32.3,36.4,23.5,0.122,0.14,0.179,25.0
1932,"Pérez, Cionel",672335,BAL,CU,Curveball,-1.0,-1,58,6.6,22,0.3,0.6,0.416,19.4,22.7,20.8,0.315,0.566,0.388,56.3
1933,"Walter, Brandon",687888,BOS,ST,Sweeper,2.6,2,81,22.2,22,0.182,0.273,0.236,18.8,27.3,24.0,0.173,0.204,0.163,12.5
1934,"Ortega, Oliver",661383,MIN,CU,Curveball,3.6,2,58,24.3,22,0.273,0.273,0.214,23.3,22.7,23.8,0.158,0.212,0.159,29.4
1935,"Acton, Garrett",670183,OAK,FF,4-Seam Fastball,-3.6,-3,85,68.5,22,0.333,0.833,0.52,27.0,22.7,19.2,0.247,0.593,0.41,30.8
1936,"Teheran, Julio",527054,MIL,FF,4-Seam Fastball,-6.2,-6,101,9.4,22,0.368,1.105,0.582,26.5,31.8,15.9,0.274,0.717,0.448,61.5
1937,"Blach, Ty",621389,COL,CU,Curveball,-0.3,0,81,6.4,22,0.211,0.211,0.259,25.7,18.2,9.8,0.232,0.333,0.302,46.7
1938,"Reyes, Gerardo",622103,LAA,SL,Slider,-1.1,-1,70,32.4,22,0.333,0.667,0.47,17.9,18.2,14.3,0.265,0.55,0.405,28.6
1939,"Felipe, Angel",665734,OAK,SL,Slider,2.0,2,96,35.4,22,0.053,0.105,0.152,57.6,59.1,31.0,0.072,0.099,0.158,16.7
1940,"Vespi, Nick",663989,BAL,SL,Slider,-3.6,-2,60,29.7,22,0.364,0.636,0.425,27.3,27.3,28.6,0.263,0.503,0.322,37.5
1941,"Assad, Javier",665871,CHC,CU,Curveball,-2.3,-2,87,5.1,22,0.25,0.55,0.366,25.8,22.7,16.1,0.279,0.486,0.358,33.3
1942,"Anderson, Chase",502624,COL,SI,Sinker,-3.9,-4,105,7.3,22,0.545,0.955,0.641,7.3,4.5,10.0,0.391,0.73,0.472,33.3
1943,"Alzolay, Adbert",640470,CHC,FC,Cutter,1.3,1,96,10.0,22,0.238,0.381,0.325,14.0,9.1,10.5,0.285,0.419,0.319,42.1
1944,"Hall, DL",669084,BAL,SL,Slider,0.6,1,94,25.3,22,0.3,0.35,0.325,31.7,9.1,5.7,0.333,0.441,0.367,38.9
1945,"Underwood Jr., Duane",621249,PIT,SI,Sinker,-2.9,-2,87,25.8,22,0.421,0.579,0.473,20.9,9.1,18.2,0.328,0.458,0.388,35.3
1946,"Honeywell, Brent",641703,CWS,SC,Screwball,-3.2,-2,74,7.8,22,0.211,0.368,0.309,14.7,40.9,14.5,0.196,0.304,0.279,50.0
1947,"Márquez, Germán",608566,COL,SL,Slider,2.1,2,75,24.8,22,0.158,0.368,0.252,51.3,31.8,35.0,0.185,0.366,0.263,53.8
1948,"Barria, Jaime",642545,LAA,SI,Sinker,-7.0,-4,63,4.7,21,0.389,0.889,0.555,11.8,4.8,12.5,0.356,0.622,0.454,35.3
1949,"Machado, Andrés",600921,WSH,SL,Slider,0.2,0,102,13.2,21,0.3,0.55,0.376,19.1,9.5,7.7,0.238,0.41,0.292,33.3
1950,"Lawrence, Casey",596271,STL,CH,Changeup,-6.1,-4,58,13.0,21,0.381,0.667,0.445,28.1,19.0,28.6,0.279,0.518,0.334,41.2
1951,"Patton, Spencer",607359,OAK,SL,Slider,-1.6,-1,89,43.4,21,0.35,0.5,0.386,21.1,4.8,4.2,0.274,0.361,0.297,26.3
1952,"Criswell, Cooper",681867,TB,CH,Changeup,-4.5,-3,72,13.0,21,0.381,0.619,0.429,19.4,14.3,11.5,0.312,0.509,0.349,44.4
1953,"Estévez, Carlos",608032,LAA,CH,Changeup,-8.6,-6,70,6.2,21,0.286,0.619,0.421,21.6,19.0,20.0,0.215,0.401,0.258,47.1
1954,"Phillips, Evan",623465,LAD,SI,Sinker,-0.3,0,100,10.9,21,0.278,0.722,0.452,18.2,9.5,20.0,0.279,0.415,0.355,31.3
1955,"Kopech, Michael",656629,CWS,CU,Curveball,-0.4,0,97,4.0,21,0.158,0.474,0.3,19.4,19.0,15.4,0.209,0.473,0.323,26.7
1956,"Merryweather, Julian",657240,CHC,CH,Changeup,0.7,1,92,7.5,21,0.15,0.15,0.162,52.6,61.9,29.5,0.11,0.123,0.131,0.0
1957,"Cox, Austin",680735,KC,CU,Curveball,0.7,1,88,15.2,21,0.211,0.368,0.288,21.2,28.6,15.8,0.234,0.292,0.275,38.5
1958,"Wainwright, Adam",425794,STL,CH,Changeup,-3.4,-3,91,5.1,21,0.389,0.611,0.467,10.0,0.0,0.0,0.372,0.598,0.451,22.2
1959,"Ortega, Oliver",661383,MIN,SL,Slider,-1.5,-1,84,35.1,21,0.167,0.389,0.264,45.5,38.1,27.6,0.099,0.197,0.175,27.3
1960,"Felipe, Angel",665734,OAK,FF,4-Seam Fastball,2.5,2,74,27.3,21,0.067,0.067,0.243,20.0,14.3,17.6,0.138,0.159,0.294,25.0
1961,"Lange, Alex",656638,DET,CH,Changeup,1.5,2,117,10.2,21,0.111,0.111,0.186,44.7,38.1,22.2,0.101,0.113,0.18,20.0
1962,"Ruiz, José",614179,AZ,CH,Changeup,0.4,0,107,13.0,21,0.25,0.45,0.317,28.6,19.0,16.7,0.268,0.437,0.32,18.8
1963,"Smith, Chad",663385,OAK,SL,Slider,-1.7,-2,103,41.5,21,0.278,0.444,0.367,33.3,28.6,17.1,0.252,0.467,0.359,50.0
1964,"Herrin, Tim",682120,CLE,CU,Curveball,-1.1,-1,61,12.0,21,0.333,0.333,0.3,29.4,38.1,18.6,0.196,0.224,0.182,15.4
1965,"Garza, Justin",621057,BOS,SL,Slider,-8.1,-5,56,15.9,21,0.45,0.75,0.521,18.5,19.0,19.0,0.367,0.618,0.429,50.0
1966,"Harrison, Kyle",690986,SF,CH,Changeup,0.1,0,65,11.1,21,0.25,0.45,0.36,19.0,19.0,17.4,0.29,0.472,0.343,37.5
1967,"Dubin, Shawn",681869,HOU,FF,4-Seam Fastball,-2.0,-2,76,44.2,21,0.375,0.688,0.476,21.6,9.5,9.5,0.371,0.695,0.476,60.0
1968,"Misiewicz, Anthony",664948,NYY,FC,Cutter,-3.4,-3,102,42.5,21,0.5,0.875,0.579,27.3,9.5,5.9,0.355,0.674,0.491,46.7
1969,"Akin, Keegan",669211,BAL,CH,Changeup,-7.5,-5,67,14.8,21,0.529,0.706,0.579,18.8,14.3,13.0,0.334,0.467,0.377,53.3
1970,"Brigham, Jeff",656257,NYM,FC,Cutter,-3.3,-4,127,18.7,21,0.25,0.5,0.45,31.5,14.3,20.0,0.24,0.402,0.375,23.1
1971,"Blanco, Ronel",669854,HOU,CH,Changeup,0.8,1,81,9.0,21,0.263,0.316,0.298,37.0,38.1,21.1,0.251,0.297,0.283,9.1
1972,"Mushinski, Parker",656786,HOU,FC,Cutter,-1.7,-1,80,31.4,21,0.316,0.842,0.498,20.0,14.3,15.0,0.218,0.454,0.321,37.5
1973,"Jansen, Kenley",445276,BOS,SL,Slider,-0.6,0,86,11.9,21,0.25,0.45,0.317,37.5,19.0,10.3,0.199,0.326,0.247,31.3
1974,"Newcomb, Sean",656794,OAK,CU,Curveball,-1.4,-1,105,37.5,21,0.176,0.235,0.279,22.2,33.3,16.3,0.152,0.262,0.274,30.0
1975,"Salazar, Eduardo",674285,CIN,SL,Slider,0.9,1,76,31.8,21,0.267,0.333,0.288,31.6,9.5,9.1,0.27,0.306,0.327,37.5
1976,"Keller, Brad",641745,KC,SI,Sinker,1.4,1,91,10.4,21,0.143,0.143,0.319,8.0,4.8,12.5,0.201,0.264,0.367,46.2
1977,"Stratton, Chris",608717,TEX,CH,Changeup,0.9,1,98,7.2,21,0.158,0.263,0.229,36.7,38.1,20.0,0.148,0.249,0.22,36.4
1978,"Hill, Rich",448179,SD,SI,Sinker,4.4,4,101,4.0,21,0.105,0.105,0.152,22.6,38.1,24.2,0.14,0.181,0.192,36.4
1979,"Stratton, Hunter",676702,PIT,FF,4-Seam Fastball,-1.7,-1,68,39.1,21,0.25,0.6,0.369,19.4,9.5,8.0,0.349,0.664,0.44,50.0
1980,"Wright, Kyle",657140,ATL,FF,4-Seam Fastball,-2.7,-2,89,15.5,21,0.3,0.5,0.36,23.8,38.1,33.3,0.267,0.561,0.36,58.3
1981,"Kelly, Zack",677161,BOS,FF,4-Seam Fastball,-0.1,0,84,46.4,21,0.286,0.429,0.438,14.7,9.5,10.5,0.273,0.5,0.45,66.7
1982,"Sandoval, Patrick",663776,LAA,ST,Sweeper,1.1,1,67,2.6,21,0.2,0.5,0.31,30.6,33.3,22.6,0.143,0.392,0.241,23.1
1983,"Pop, Zach",647315,TOR,SL,Slider,-1.0,-1,78,39.2,21,0.2,0.35,0.257,29.7,28.6,22.2,0.22,0.446,0.299,42.9
1984,"Peralta, Sammy",671111,CWS,ST,Sweeper,1.5,1,84,22.2,21,0.105,0.105,0.195,29.5,33.3,20.6,0.146,0.166,0.189,0.0
1985,"Topa, Justin",623437,SEA,CH,Changeup,-0.1,0,71,6.8,21,0.19,0.238,0.188,20.5,14.3,9.1,0.203,0.294,0.211,16.7
1986,"Kahnle, Tommy",592454,NYY,FF,4-Seam Fastball,-0.7,-1,114,16.6,21,0.176,0.235,0.279,35.1,38.1,30.8,0.16,0.187,0.257,11.1
1987,"Walter, Brandon",687888,BOS,CH,Changeup,-12.6,-8,60,16.4,20,0.55,1.1,0.695,18.8,15.0,13.6,0.456,0.918,0.578,47.1
1988,"Silseth, Chase",681217,LAA,FC,Cutter,3.6,3,75,8.4,20,0.167,0.167,0.205,26.8,15.0,21.4,0.233,0.286,0.272,26.7
1989,"Davidson, Tucker",656353,KC,FS,Split-Finger,4.4,3,63,7.4,20,0.105,0.158,0.143,52.6,40.0,27.6,0.095,0.124,0.127,0.0
1990,"Mahle, Tyler",641816,MIN,FS,Split-Finger,-1.7,-1,83,19.7,20,0.211,0.579,0.388,37.2,35.0,19.4,0.279,0.611,0.388,41.7
1991,"Murfee, Penn",682171,SEA,FF,4-Seam Fastball,1.0,1,77,34.5,20,0.176,0.412,0.358,21.1,20.0,21.1,0.266,0.423,0.354,23.1
1992,"Pérez, Martín",527048,TEX,FF,4-Seam Fastball,4.3,4,86,3.9,20,0.167,0.222,0.188,14.6,10.0,11.1,0.305,0.439,0.323,23.5
1993,"Festa, Matt",670036,SEA,ST,Sweeper,4.6,4,81,41.5,20,0.053,0.053,0.08,40.6,40.0,27.6,0.064,0.086,0.098,18.2
1994,"Liberatore, Matthew",669461,STL,CH,Changeup,-1.0,-1,86,8.1,20,0.278,0.389,0.33,12.5,0.0,0.0,0.348,0.462,0.385,27.8
1995,"Gray, Jon",592351,TEX,CU,Curveball,-1.5,-2,148,6.2,20,0.263,0.737,0.425,27.0,10.0,12.5,0.371,0.799,0.499,64.7
1996,"Hill, Rich",448179,SD,CH,Changeup,0.9,0,57,2.3,20,0.263,0.421,0.295,3.7,0.0,0.0,0.313,0.551,0.366,45.0
1997,"Hill, Garrett",682051,DET,FF,4-Seam Fastball,-2.3,-2,99,32.0,20,0.231,0.615,0.47,22.6,20.0,22.2,0.208,0.569,0.452,66.7
1998,"Leiter Jr., Mark",643410,CHC,FF,4-Seam Fastball,-3.6,-3,86,8.1,20,0.389,0.944,0.568,21.2,20.0,14.3,0.358,0.795,0.503,42.9
1999,"Cox, Austin",680735,KC,CH,Changeup,0.3,0,88,15.2,20,0.176,0.176,0.25,19.4,10.0,9.1,0.246,0.329,0.287,25.0
2000,"Priester, Quinn",682990,PIT,CH,Changeup,-2.1,-2,90,10.4,20,0.263,0.316,0.278,25.0,25.0,15.2,0.234,0.302,0.258,35.7
2001,"Sanmartin, Reiver",665665,CIN,SI,Sinker,0.5,0,89,28.7,20,0.286,0.357,0.373,5.7,5.0,6.7,0.254,0.298,0.343,21.4
2002,"Ortiz, Luis F.",656814,PHI,ST,Sweeper,-0.2,0,113,37.8,20,0.294,0.529,0.403,29.6,30.0,15.8,0.188,0.254,0.268,36.4
2003,"Rutledge, Jackson",671131,WSH,CH,Changeup,-10.7,-5,44,12.7,20,0.5,0.85,0.578,6.7,0.0,0.0,0.388,0.716,0.465,55.0
2004,"Cisnero, José",542585,DET,FC,Cutter,1.1,1,121,12.3,20,0.263,0.263,0.225,23.9,30.0,26.1,0.22,0.247,0.203,28.6
2005,"Oviedo, Johan",670912,PIT,CH,Changeup,-1.1,-1,123,4.1,20,0.25,0.3,0.288,35.7,5.0,10.0,0.295,0.428,0.311,31.6
2006,"Hill, Garrett",682051,DET,SI,Sinker,-0.2,0,72,23.3,20,0.2,0.4,0.365,21.2,20.0,23.5,0.195,0.431,0.37,36.4
2007,"Walker, Taijuan",592836,PHI,ST,Sweeper,-1.4,-1,75,2.6,20,0.158,0.632,0.335,34.2,30.0,20.0,0.193,0.585,0.337,38.5
2008,"Kuhnel, Joel",669270,HOU,FF,4-Seam Fastball,-0.7,-1,77,39.5,20,0.313,0.438,0.4,25.6,5.0,5.3,0.372,0.55,0.455,66.7
2009,"Mlodzinski, Carmen",669387,PIT,FC,Cutter,2.6,2,81,13.1,20,0.278,0.389,0.33,23.3,15.0,17.6,0.365,0.448,0.387,53.3
2010,"Vásquez, Randy",681190,NYY,CH,Changeup,2.8,2,79,11.8,20,0.1,0.3,0.163,17.1,20.0,11.4,0.184,0.356,0.227,12.5
2011,"De Los Santos, Yerry",660787,PIT,CH,Changeup,1.7,1,70,17.6,20,0.211,0.211,0.26,27.3,25.0,23.8,0.287,0.344,0.297,35.7
2012,"Hunter, Tommy",488984,NYM,CU,Curveball,-5.9,-3,52,14.2,20,0.375,0.688,0.465,11.5,5.0,3.7,0.22,0.458,0.333,37.5
2013,"Coleman, Dylan",669395,KC,FC,Cutter,0.7,1,102,26.6,20,0.313,0.5,0.385,27.5,5.0,16.7,0.307,0.456,0.364,37.5
2014,"Felipe, Angel",665734,OAK,SI,Sinker,0.7,1,81,29.9,20,0.267,0.267,0.355,27.6,15.0,20.0,0.269,0.304,0.364,33.3
2015,"Cousins, Jake",664776,MIL,SL,Slider,-0.9,-1,110,54.5,20,0.25,0.438,0.375,43.2,20.0,12.1,0.3,0.581,0.438,33.3
2016,"Thielbar, Caleb",573204,MIN,CU,Curveball,1.1,1,99,20.6,20,0.167,0.222,0.223,37.5,55.0,23.4,0.175,0.226,0.225,42.9
2017,"Weissert, Greg",669711,NYY,ST,Sweeper,-3.6,-3,95,27.4,20,0.444,0.667,0.503,21.2,15.0,12.0,0.377,0.695,0.475,33.3
2018,"Chapman, Aroldis",547973,TEX,FS,Split-Finger,-0.6,0,72,7.1,20,0.2,0.4,0.253,48.6,35.0,26.9,0.148,0.244,0.165,23.1
